codec,corpus,direction,level,block,ratio,throughput_MBps,p50_us,p99_us,p999_us,cpu_frac,cores_freed
iaa-deflate,egress-1-3759b.bin,decompress,9,8192,0.3671,603.6,4.55,11.64,11.66,0.999,0.001
iaa-deflate,egress-1-3759b.bin,compress,9,16384,0.3671,358.6,8.07,15.59,15.60,1.000,0.000
iaa-deflate,egress-1-3759b.bin,decompress,9,16384,0.3671,604.2,4.10,11.66,11.73,1.000,0.000
iaa-deflate,egress-1-3759b.bin,compress,9,32768,0.3671,363.0,8.09,15.57,15.57,1.000,0.000
iaa-deflate,egress-1-3759b.bin,decompress,9,32768,0.3671,603.4,4.08,11.63,11.67,1.000,0.000
iaa-deflate,egress-1-3759b.bin,compress,9,65536,0.3671,358.3,8.06,15.60,15.61,1.000,0.000
iaa-deflate,egress-1-3759b.bin,decompress,9,65536,0.3671,627.1,4.10,11.65,11.68,1.000,0.000
iaa-deflate,egress-1-3759b.bin,compress,9,131072,0.3671,358.4,8.06,15.58,15.59,1.000,0.000
iaa-deflate,egress-1-3759b.bin,decompress,9,131072,0.3671,602.6,4.42,11.65,11.66,1.000,0.000
iaa-deflate,egress-1-3759b.bin,compress,9,0,0.3671,358.2,8.08,15.57,15.60,1.000,0.000
iaa-deflate,egress-1-3759b.bin,decompress,9,0,0.3671,603.5,4.10,11.68,11.69,1.000,0.000
iaa-deflate,ingress-4-206903b.bin,compress,1,8192,0.0378,444.7,14.50,23.75,23.76,1.000,0.000
iaa-deflate,ingress-4-206903b.bin,decompress,1,8192,0.0378,1448.1,3.53,11.07,11.09,1.000,0.000
iaa-deflate,ingress-4-206903b.bin,compress,1,16384,0.1337,591.9,22.83,32.96,33.63,1.000,0.000
iaa-deflate,ingress-4-206903b.bin,decompress,1,16384,0.1337,1988.7,5.83,13.39,13.44,1.000,0.000
iaa-deflate,ingress-4-206903b.bin,compress,1,32768,0.1724,744.4,39.28,49.35,49.37,1.000,0.000
iaa-deflate,ingress-4-206903b.bin,decompress,1,32768,0.1724,2610.1,10.16,17.70,17.72,1.000,0.000
iaa-deflate,ingress-4-206903b.bin,compress,1,65536,0.1895,851.5,72.75,82.20,83.85,1.000,0.000
iaa-deflate,ingress-4-206903b.bin,decompress,1,65536,0.1895,3123.7,18.65,26.18,26.23,1.000,0.000
iaa-deflate,ingress-4-206903b.bin,compress,1,131072,0.2178,910.9,138.95,149.92,149.99,1.000,0.000
iaa-deflate,ingress-4-206903b.bin,decompress,1,131072,0.2178,2932.6,42.32,49.90,49.96,1.000,0.000
iaa-deflate,ingress-4-206903b.bin,compress,1,0,0.3288,940.1,215.18,225.35,226.03,1.000,0.000
iaa-deflate,ingress-4-206903b.bin,decompress,1,0,0.3288,2510.6,80.08,87.55,87.66,1.000,0.000
iaa-deflate,ingress-4-206903b.bin,compress,3,8192,0.0378,441.7,13.55,23.71,23.72,1.000,0.000
iaa-deflate,ingress-4-206903b.bin,decompress,3,8192,0.0378,1446.3,3.67,11.09,11.13,1.000,0.000
iaa-deflate,ingress-4-206903b.bin,compress,3,16384,0.1337,594.3,22.78,32.90,32.91,1.000,0.000
iaa-deflate,ingress-4-206903b.bin,decompress,3,16384,0.1337,1989.0,5.84,13.35,13.35,1.000,0.000
iaa-deflate,ingress-4-206903b.bin,compress,3,32768,0.1724,743.8,39.59,49.34,49.40,1.000,0.000
iaa-deflate,ingress-4-206903b.bin,decompress,3,32768,0.1724,2629.7,11.93,17.71,17.72,1.000,0.000
iaa-deflate,ingress-4-206903b.bin,compress,3,65536,0.1895,851.6,72.16,82.19,82.24,1.000,0.000
iaa-deflate,ingress-4-206903b.bin,decompress,3,65536,0.1895,3123.2,18.91,26.18,26.20,1.000,0.000
iaa-deflate,ingress-4-206903b.bin,compress,3,131072,0.2178,910.8,139.52,149.32,149.93,1.000,0.000
iaa-deflate,ingress-4-206903b.bin,decompress,3,131072,0.2178,2933.4,42.33,49.89,49.92,1.000,0.000
iaa-deflate,ingress-4-206903b.bin,compress,3,0,0.3288,940.1,215.24,225.39,226.08,1.000,0.000
iaa-deflate,ingress-4-206903b.bin,decompress,3,0,0.3288,2512.2,81.72,87.51,87.65,1.000,0.000
iaa-deflate,ingress-4-206903b.bin,compress,6,8192,0.0378,447.3,13.54,27.48,27.58,1.000,0.000
iaa-deflate,ingress-4-206903b.bin,decompress,6,8192,0.0378,1435.9,3.57,11.18,13.93,1.000,0.000
iaa-deflate,ingress-4-206903b.bin,compress,6,16384,0.1337,592.3,24.22,32.90,32.90,1.000,0.000
iaa-deflate,ingress-4-206903b.bin,decompress,6,16384,0.1337,2022.0,5.89,13.36,13.39,1.000,0.000
iaa-deflate,ingress-4-206903b.bin,compress,6,32768,0.1724,743.1,39.45,49.34,49.35,1.000,0.000
iaa-deflate,ingress-4-206903b.bin,decompress,6,32768,0.1724,2610.8,10.17,17.74,17.75,1.000,0.000
iaa-deflate,ingress-4-206903b.bin,compress,6,65536,0.1895,852.0,72.08,82.16,82.18,1.000,0.000
iaa-deflate,ingress-4-206903b.bin,decompress,6,65536,0.1895,3117.9,18.66,26.20,26.21,1.000,0.000
iaa-deflate,ingress-4-206903b.bin,compress,6,131072,0.2178,910.8,139.02,149.26,149.27,1.000,0.000
iaa-deflate,ingress-4-206903b.bin,decompress,6,131072,0.2178,2932.3,42.37,49.89,49.91,1.000,0.000
iaa-deflate,ingress-4-206903b.bin,compress,6,0,0.3288,940.0,215.19,225.35,226.20,1.000,0.000
iaa-deflate,ingress-4-206903b.bin,decompress,6,0,0.3288,2512.0,80.23,87.54,87.62,1.000,0.000
iaa-deflate,ingress-4-206903b.bin,compress,9,8192,0.0378,445.3,13.67,23.68,23.70,1.000,0.000
iaa-deflate,ingress-4-206903b.bin,decompress,9,8192,0.0378,1448.9,3.54,11.08,11.10,1.000,0.000
iaa-deflate,ingress-4-206903b.bin,compress,9,16384,0.1337,593.6,22.78,33.05,33.28,1.000,0.000
iaa-deflate,ingress-4-206903b.bin,decompress,9,16384,0.1337,1991.7,5.84,13.42,13.42,1.000,0.000
iaa-deflate,ingress-4-206903b.bin,compress,9,32768,0.1724,742.3,39.24,49.36,49.40,1.000,0.000
iaa-deflate,ingress-4-206903b.bin,decompress,9,32768,0.1724,2622.1,10.18,17.69,17.70,1.000,0.000
iaa-deflate,ingress-4-206903b.bin,compress,9,65536,0.1895,851.6,72.17,82.19,82.21,1.000,0.000
iaa-deflate,ingress-4-206903b.bin,decompress,9,65536,0.1895,3137.4,19.03,26.18,26.19,1.000,0.000
iaa-deflate,ingress-4-206903b.bin,compress,9,131072,0.2178,910.9,139.00,149.26,149.26,1.000,0.000
iaa-deflate,ingress-4-206903b.bin,decompress,9,131072,0.2178,2933.5,42.32,49.91,49.93,1.000,0.000
iaa-deflate,ingress-4-206903b.bin,compress,9,0,0.3288,940.1,216.57,225.56,225.98,1.000,0.000
iaa-deflate,ingress-4-206903b.bin,decompress,9,0,0.3288,2512.9,80.04,87.49,87.50,1.000,0.000
iaa-deflate,ingress-0-1316b.bin,compress,1,8192,0.4347,187.2,4.87,12.31,12.31,1.000,0.000
iaa-deflate,ingress-0-1316b.bin,decompress,1,8192,0.4347,256.4,3.00,10.54,10.56,1.000,0.000
iaa-deflate,ingress-0-1316b.bin,compress,1,16384,0.4347,190.3,4.87,12.32,12.34,1.000,0.000
iaa-deflate,ingress-0-1316b.bin,decompress,1,16384,0.4347,259.9,2.70,10.55,10.55,1.000,0.000
iaa-deflate,ingress-0-1316b.bin,compress,1,32768,0.4347,187.0,4.87,12.33,12.33,1.000,0.000
iaa-deflate,ingress-0-1316b.bin,decompress,1,32768,0.4347,256.3,3.02,10.55,10.60,1.000,0.000
iaa-deflate,ingress-0-1316b.bin,compress,1,65536,0.4347,191.8,4.90,12.31,12.32,1.000,0.000
iaa-deflate,ingress-0-1316b.bin,decompress,1,65536,0.4347,256.3,3.00,10.55,10.56,1.000,0.000
iaa-deflate,ingress-0-1316b.bin,compress,1,131072,0.4347,187.3,4.86,12.32,12.33,1.000,0.000
iaa-deflate,ingress-0-1316b.bin,decompress,1,131072,0.4347,256.6,2.99,10.52,10.56,1.000,0.000
iaa-deflate,ingress-0-1316b.bin,compress,1,0,0.4347,187.1,4.87,12.32,12.33,1.000,0.000
iaa-deflate,ingress-0-1316b.bin,decompress,1,0,0.4347,256.8,3.01,10.56,10.59,1.000,0.000
iaa-deflate,ingress-0-1316b.bin,compress,3,8192,0.4347,187.0,4.89,12.32,12.35,1.000,0.000
iaa-deflate,ingress-0-1316b.bin,decompress,3,8192,0.4347,265.5,3.02,10.56,10.60,1.000,0.000
iaa-deflate,ingress-0-1316b.bin,compress,3,16384,0.4347,188.0,4.57,12.31,12.34,1.000,0.000
iaa-deflate,ingress-0-1316b.bin,decompress,3,16384,0.4347,256.2,2.98,10.56,10.56,1.000,0.000
iaa-deflate,ingress-0-1316b.bin,compress,3,32768,0.4347,187.3,4.87,12.28,12.30,1.000,0.000
iaa-deflate,ingress-0-1316b.bin,decompress,3,32768,0.4347,276.5,2.97,10.01,10.06,1.000,0.000
iaa-deflate,ingress-0-1316b.bin,compress,3,65536,0.4347,186.8,4.88,12.33,12.36,1.000,0.000
iaa-deflate,ingress-0-1316b.bin,decompress,3,65536,0.4347,256.5,3.00,10.55,10.57,1.000,0.000
iaa-deflate,ingress-0-1316b.bin,compress,3,131072,0.4347,187.0,4.88,12.32,12.34,1.000,0.000
iaa-deflate,ingress-0-1316b.bin,decompress,3,131072,0.4347,256.5,3.90,10.55,10.59,1.000,0.000
iaa-deflate,ingress-0-1316b.bin,compress,3,0,0.4347,186.9,4.87,12.32,12.34,1.000,0.000
iaa-deflate,ingress-0-1316b.bin,decompress,3,0,0.4347,256.3,2.99,10.56,10.60,1.000,0.000
iaa-deflate,ingress-0-1316b.bin,compress,6,8192,0.4347,192.4,4.88,12.30,12.32,1.000,0.000
iaa-deflate,ingress-0-1316b.bin,decompress,6,8192,0.4347,256.5,3.00,10.56,10.57,1.000,0.000
iaa-deflate,ingress-0-1316b.bin,compress,6,16384,0.4347,186.4,4.87,12.33,12.45,1.000,0.000
iaa-deflate,ingress-0-1316b.bin,decompress,6,16384,0.4347,269.6,2.60,10.55,10.56,1.000,0.000
iaa-deflate,ingress-0-1316b.bin,compress,6,32768,0.4347,192.3,4.90,12.09,12.13,1.000,0.000
iaa-deflate,ingress-0-1316b.bin,decompress,6,32768,0.4347,255.3,3.00,10.57,10.57,1.000,0.000
iaa-deflate,ingress-0-1316b.bin,compress,6,65536,0.4347,186.4,5.16,12.32,12.33,1.000,0.000
iaa-deflate,ingress-0-1316b.bin,decompress,6,65536,0.4347,255.1,3.00,10.55,10.58,1.000,0.000
iaa-deflate,ingress-0-1316b.bin,compress,6,131072,0.4347,186.2,6.38,12.33,12.35,1.000,0.000
iaa-deflate,ingress-0-1316b.bin,decompress,6,131072,0.4347,255.7,3.01,10.56,10.57,1.000,0.000
iaa-deflate,ingress-0-1316b.bin,compress,6,0,0.4347,187.0,5.64,12.33,12.44,1.000,0.000
iaa-deflate,ingress-0-1316b.bin,decompress,6,0,0.4347,284.7,2.59,10.04,10.04,1.000,0.000
iaa-deflate,ingress-0-1316b.bin,compress,9,8192,0.4347,186.9,4.87,12.33,12.34,1.000,0.000
iaa-deflate,ingress-0-1316b.bin,decompress,9,8192,0.4347,257.0,3.00,10.54,10.54,1.000,0.000
iaa-deflate,ingress-0-1316b.bin,compress,9,16384,0.4347,188.3,4.88,12.32,12.34,1.000,0.000
iaa-deflate,ingress-0-1316b.bin,decompress,9,16384,0.4347,265.4,3.00,10.21,10.22,1.000,0.000
iaa-deflate,ingress-0-1316b.bin,compress,9,32768,0.4347,187.1,5.29,12.33,12.33,1.000,0.000
iaa-deflate,ingress-0-1316b.bin,decompress,9,32768,0.4347,256.4,2.99,10.54,10.56,1.000,0.000
iaa-deflate,ingress-0-1316b.bin,compress,9,65536,0.4347,187.2,5.26,12.28,12.30,1.000,0.000
iaa-deflate,ingress-0-1316b.bin,decompress,9,65536,0.4347,256.9,3.40,10.53,10.54,1.000,0.000
iaa-deflate,ingress-0-1316b.bin,compress,9,131072,0.4347,187.2,4.88,12.30,12.30,1.000,0.000
iaa-deflate,ingress-0-1316b.bin,decompress,9,131072,0.4347,256.5,3.01,10.54,10.63,1.000,0.000
iaa-deflate,ingress-0-1316b.bin,compress,9,0,0.4347,191.6,4.83,12.30,12.33,1.000,0.000
iaa-deflate,ingress-0-1316b.bin,decompress,9,0,0.4347,256.4,3.00,10.54,10.54,1.000,0.000
iaa-deflate,ingress-5-258999b.bin,compress,1,8192,0.0350,446.9,13.47,23.67,23.68,1.000,0.000
iaa-deflate,ingress-5-258999b.bin,decompress,1,8192,0.0350,1454.0,3.56,11.06,11.08,1.000,0.000
iaa-deflate,ingress-5-258999b.bin,compress,1,16384,0.1084,590.7,23.11,33.01,33.54,1.000,0.000
iaa-deflate,ingress-5-258999b.bin,decompress,1,16384,0.1084,2116.7,5.53,13.07,13.07,1.000,0.000
iaa-deflate,ingress-5-258999b.bin,compress,1,32768,0.1593,744.2,39.17,49.98,49.99,1.000,0.000
iaa-deflate,ingress-5-258999b.bin,decompress,1,32768,0.1593,2685.0,9.81,17.37,17.39,1.000,0.000
iaa-deflate,ingress-5-258999b.bin,compress,1,65536,0.1830,852.3,74.31,82.16,82.17,1.000,0.000
iaa-deflate,ingress-5-258999b.bin,decompress,1,65536,0.1830,3167.6,18.30,25.89,25.91,1.000,0.000
iaa-deflate,ingress-5-258999b.bin,compress,1,131072,0.1912,915.2,138.22,148.65,149.27,1.000,0.000
iaa-deflate,ingress-5-258999b.bin,decompress,1,131072,0.1912,3061.5,40.47,48.02,48.06,1.000,0.000
iaa-deflate,ingress-5-258999b.bin,compress,1,0,0.3042,951.9,267.18,277.41,278.01,1.000,0.000
iaa-deflate,ingress-5-258999b.bin,decompress,1,0,0.3042,2519.0,102.26,108.05,108.05,1.000,0.000
iaa-deflate,ingress-5-258999b.bin,compress,3,8192,0.0350,443.7,13.99,23.66,23.66,1.000,0.000
iaa-deflate,ingress-5-258999b.bin,decompress,3,8192,0.0350,1467.4,3.50,11.05,11.07,1.000,0.000
iaa-deflate,ingress-5-258999b.bin,compress,3,16384,0.1084,593.4,22.75,32.88,33.54,1.000,0.000
iaa-deflate,ingress-5-258999b.bin,decompress,3,16384,0.1084,2061.5,5.51,13.15,13.30,1.000,0.000
iaa-deflate,ingress-5-258999b.bin,compress,3,32768,0.1593,742.3,42.72,51.45,52.51,1.000,0.000
iaa-deflate,ingress-5-258999b.bin,decompress,3,32768,0.1593,2697.9,9.90,17.37,17.38,1.000,0.000
iaa-deflate,ingress-5-258999b.bin,compress,3,65536,0.1830,851.9,72.01,82.12,84.26,1.000,0.000
iaa-deflate,ingress-5-258999b.bin,decompress,3,65536,0.1830,3165.6,18.28,25.86,25.88,1.000,0.000
iaa-deflate,ingress-5-258999b.bin,compress,3,131072,0.1912,915.1,139.07,148.55,148.59,1.000,0.000
iaa-deflate,ingress-5-258999b.bin,decompress,3,131072,0.1912,3061.3,40.70,48.03,48.07,1.000,0.000
iaa-deflate,ingress-5-258999b.bin,compress,3,0,0.3042,952.0,267.94,277.35,277.37,1.000,0.000
iaa-deflate,ingress-5-258999b.bin,decompress,3,0,0.3042,2517.9,100.61,108.05,108.06,1.000,0.000
iaa-deflate,ingress-5-258999b.bin,compress,6,8192,0.0350,445.8,13.58,23.64,23.64,1.000,0.000
iaa-deflate,ingress-5-258999b.bin,decompress,6,8192,0.0350,1461.4,3.50,10.76,10.77,1.000,0.000
iaa-deflate,ingress-5-258999b.bin,compress,6,16384,0.1084,591.4,22.76,32.83,32.86,1.000,0.000
iaa-deflate,ingress-5-258999b.bin,decompress,6,16384,0.1084,2080.9,5.51,13.17,14.06,1.000,0.000
iaa-deflate,ingress-5-258999b.bin,compress,6,32768,0.1593,743.3,39.27,49.27,49.30,1.000,0.000
iaa-deflate,ingress-5-258999b.bin,decompress,6,32768,0.1593,2686.8,9.86,17.34,17.35,1.000,0.000
iaa-deflate,ingress-5-258999b.bin,compress,6,65536,0.1830,852.9,72.52,82.11,82.12,1.000,0.000
iaa-deflate,ingress-5-258999b.bin,decompress,6,65536,0.1830,3172.4,18.56,25.86,25.86,1.000,0.000
iaa-deflate,ingress-5-258999b.bin,compress,6,131072,0.1912,915.2,138.22,148.57,148.58,1.000,0.000
iaa-deflate,ingress-5-258999b.bin,decompress,6,131072,0.1912,3060.7,40.47,48.06,48.07,1.000,0.000
iaa-deflate,ingress-5-258999b.bin,compress,6,0,0.3042,951.9,267.19,277.38,278.04,1.000,0.000
iaa-deflate,ingress-5-258999b.bin,decompress,6,0,0.3042,2518.0,100.61,108.01,108.02,1.000,0.000
iaa-deflate,ingress-5-258999b.bin,compress,9,8192,0.0350,443.6,13.85,23.64,23.64,1.000,0.000
iaa-deflate,ingress-5-258999b.bin,decompress,9,8192,0.0350,1476.9,3.49,11.05,11.07,1.000,0.000
iaa-deflate,ingress-5-258999b.bin,compress,9,16384,0.1084,595.0,22.75,32.85,32.87,1.000,0.000
iaa-deflate,ingress-5-258999b.bin,decompress,9,16384,0.1084,2093.6,7.25,13.04,13.05,1.000,0.000
iaa-deflate,ingress-5-258999b.bin,compress,9,32768,0.1593,744.5,39.17,49.29,49.33,1.000,0.000
iaa-deflate,ingress-5-258999b.bin,decompress,9,32768,0.1593,2687.5,9.80,17.37,17.39,1.000,0.000
iaa-deflate,ingress-5-258999b.bin,compress,9,65536,0.1830,852.2,72.46,82.13,82.16,1.000,0.000
iaa-deflate,ingress-5-258999b.bin,decompress,9,65536,0.1830,3166.6,18.40,25.86,25.87,1.000,0.000
iaa-deflate,ingress-5-258999b.bin,compress,9,131072,0.1912,915.3,138.22,148.57,148.62,1.000,0.000
iaa-deflate,ingress-5-258999b.bin,decompress,9,131072,0.1912,3059.3,42.25,48.08,48.08,1.000,0.000
iaa-deflate,ingress-5-258999b.bin,compress,9,0,0.3042,951.8,269.34,277.44,278.00,1.000,0.000
iaa-deflate,ingress-5-258999b.bin,decompress,9,0,0.3042,2519.0,100.42,108.06,108.10,1.000,0.000
iaa-deflate,ingress-1-3781b.bin,compress,1,8192,0.3682,356.3,8.23,15.74,15.76,1.000,0.000
iaa-deflate,ingress-1-3781b.bin,decompress,1,8192,0.3682,604.8,4.13,11.68,11.70,1.000,0.000
iaa-deflate,ingress-1-3781b.bin,compress,1,16384,0.3682,362.9,8.16,15.71,15.74,1.000,0.000
iaa-deflate,ingress-1-3781b.bin,decompress,1,16384,0.3682,604.1,4.12,11.68,11.69,1.000,0.000
iaa-deflate,ingress-1-3781b.bin,compress,1,32768,0.3682,356.1,8.15,15.77,15.78,1.000,0.000
iaa-deflate,ingress-1-3781b.bin,decompress,1,32768,0.3682,605.6,4.11,11.64,11.65,1.000,0.000
iaa-deflate,ingress-1-3781b.bin,compress,1,65536,0.3682,356.4,8.16,15.72,15.74,0.998,0.002
iaa-deflate,ingress-1-3781b.bin,decompress,1,65536,0.3682,627.2,4.12,11.71,11.74,1.000,0.000
iaa-deflate,ingress-1-3781b.bin,compress,1,131072,0.3682,356.6,8.15,15.72,15.72,1.000,0.000
iaa-deflate,ingress-1-3781b.bin,decompress,1,131072,0.3682,605.5,4.12,11.66,11.67,1.000,0.000
iaa-deflate,ingress-1-3781b.bin,compress,1,0,0.3682,360.6,8.16,15.72,15.73,1.000,0.000
iaa-deflate,ingress-1-3781b.bin,decompress,1,0,0.3682,604.3,4.14,11.68,11.68,1.000,0.000
iaa-deflate,ingress-1-3781b.bin,compress,3,8192,0.3682,355.9,8.16,15.75,15.77,1.000,0.000
iaa-deflate,ingress-1-3781b.bin,decompress,3,8192,0.3682,603.9,6.05,11.66,11.66,1.000,0.000
iaa-deflate,ingress-1-3781b.bin,compress,3,16384,0.3682,356.3,8.16,15.81,15.83,1.000,0.000
iaa-deflate,ingress-1-3781b.bin,decompress,3,16384,0.3682,623.2,3.73,11.66,11.74,1.000,0.000
iaa-deflate,ingress-1-3781b.bin,compress,3,32768,0.3682,356.1,8.18,15.73,15.73,1.000,0.000
iaa-deflate,ingress-1-3781b.bin,decompress,3,32768,0.3682,627.0,3.71,11.67,11.73,1.000,0.000
iaa-deflate,ingress-1-3781b.bin,compress,3,65536,0.3682,359.6,8.16,15.69,15.70,1.000,0.000
iaa-deflate,ingress-1-3781b.bin,decompress,3,65536,0.3682,604.7,4.10,11.66,11.67,1.000,0.000
iaa-deflate,ingress-1-3781b.bin,compress,3,131072,0.3682,356.2,9.14,15.72,15.75,1.000,0.000
iaa-deflate,ingress-1-3781b.bin,decompress,3,131072,0.3682,604.9,4.14,11.64,11.68,1.000,0.000
iaa-deflate,ingress-1-3781b.bin,compress,3,0,0.3682,357.0,8.15,15.81,15.96,1.000,0.000
iaa-deflate,ingress-1-3781b.bin,decompress,3,0,0.3682,646.4,3.74,11.35,11.35,1.000,0.000
iaa-deflate,ingress-1-3781b.bin,compress,6,8192,0.3682,355.9,10.59,15.78,15.79,1.000,0.000
iaa-deflate,ingress-1-3781b.bin,decompress,6,8192,0.3682,607.5,4.13,11.67,11.73,1.000,0.000
iaa-deflate,ingress-1-3781b.bin,compress,6,16384,0.3682,358.4,10.09,15.70,15.71,1.000,0.000
iaa-deflate,ingress-1-3781b.bin,decompress,6,16384,0.3682,605.1,4.13,11.68,11.69,1.000,0.000
iaa-deflate,ingress-1-3781b.bin,compress,6,32768,0.3682,356.5,8.16,15.72,15.73,1.000,0.000
iaa-deflate,ingress-1-3781b.bin,decompress,6,32768,0.3682,604.5,4.12,11.65,11.66,1.000,0.000
iaa-deflate,ingress-1-3781b.bin,compress,6,65536,0.3682,357.8,8.17,15.79,15.84,1.000,0.000
iaa-deflate,ingress-1-3781b.bin,decompress,6,65536,0.3682,616.5,3.74,11.66,11.67,1.000,0.000
iaa-deflate,ingress-1-3781b.bin,compress,6,131072,0.3682,356.2,8.80,15.77,15.77,1.000,0.000
iaa-deflate,ingress-1-3781b.bin,decompress,6,131072,0.3682,613.0,4.14,11.67,11.67,1.000,0.000
iaa-deflate,ingress-1-3781b.bin,compress,6,0,0.3682,358.3,8.16,15.72,15.76,1.000,0.000
iaa-deflate,ingress-1-3781b.bin,decompress,6,0,0.3682,604.6,4.14,11.63,11.64,1.000,0.000
iaa-deflate,ingress-1-3781b.bin,compress,9,8192,0.3682,356.1,8.16,15.79,15.83,1.000,0.000
iaa-deflate,ingress-1-3781b.bin,decompress,9,8192,0.3682,604.6,4.12,11.66,11.71,1.000,0.000
iaa-deflate,ingress-1-3781b.bin,compress,9,16384,0.3682,358.5,9.84,15.71,15.72,1.000,0.000
iaa-deflate,ingress-1-3781b.bin,decompress,9,16384,0.3682,608.6,3.94,11.68,12.59,1.000,0.000
iaa-deflate,ingress-1-3781b.bin,compress,9,32768,0.3682,356.3,9.52,15.71,15.72,1.000,0.000
iaa-deflate,ingress-1-3781b.bin,decompress,9,32768,0.3682,618.2,4.62,11.40,11.68,1.000,0.000
iaa-deflate,ingress-1-3781b.bin,compress,9,65536,0.3682,356.4,8.17,15.77,16.44,1.000,0.000
iaa-deflate,ingress-1-3781b.bin,decompress,9,65536,0.3682,618.7,4.13,11.65,11.68,1.000,0.000
iaa-deflate,ingress-1-3781b.bin,compress,9,131072,0.3682,356.8,8.17,15.78,15.79,1.000,0.000
iaa-deflate,ingress-1-3781b.bin,decompress,9,131072,0.3682,604.5,4.12,11.67,11.68,1.000,0.000
iaa-deflate,ingress-1-3781b.bin,compress,9,0,0.3682,359.5,8.17,15.72,15.75,1.000,0.000
iaa-deflate,ingress-1-3781b.bin,decompress,9,0,0.3682,606.4,4.10,11.65,11.67,1.000,0.000
iaa-deflate,ingress-7-1292095b.bin,compress,1,8192,0.0354,446.4,13.79,23.64,23.68,1.000,0.000
iaa-deflate,ingress-7-1292095b.bin,decompress,1,8192,0.0354,1452.0,3.50,11.08,11.13,1.000,0.000
iaa-deflate,ingress-7-1292095b.bin,compress,1,16384,0.0275,613.9,22.00,31.80,31.83,1.000,0.000
iaa-deflate,ingress-7-1292095b.bin,decompress,1,16384,0.0275,2340.9,4.61,12.21,12.22,1.000,0.000
iaa-deflate,ingress-7-1292095b.bin,compress,1,32768,0.0235,760.6,38.41,48.23,48.23,1.000,0.000
iaa-deflate,ingress-7-1292095b.bin,decompress,1,32768,0.0235,3613.9,6.69,14.22,14.24,1.000,0.000
iaa-deflate,ingress-7-1292095b.bin,compress,1,65536,0.0707,852.2,72.08,82.29,82.32,1.000,0.000
iaa-deflate,ingress-7-1292095b.bin,decompress,1,65536,0.0707,3851.5,14.74,22.27,22.28,1.000,0.000
iaa-deflate,ingress-7-1292095b.bin,compress,1,131072,0.1337,919.1,137.90,147.92,147.94,0.999,0.001
iaa-deflate,ingress-7-1292095b.bin,decompress,1,131072,0.1337,3136.4,39.45,47.01,47.02,1.000,0.000
iaa-deflate,ingress-7-1292095b.bin,compress,1,0,0.3078,990.3,1301.04,1309.03,1309.06,1.000,0.000
iaa-deflate,ingress-7-1292095b.bin,decompress,1,0,0.3078,2587.8,497.55,503.20,503.21,1.000,0.000
iaa-deflate,ingress-7-1292095b.bin,compress,3,8192,0.0354,503.4,12.61,20.81,20.84,1.000,0.000
iaa-deflate,ingress-7-1292095b.bin,decompress,3,8192,0.0354,1730.1,3.03,8.86,8.87,1.000,0.000
iaa-deflate,ingress-7-1292095b.bin,compress,3,16384,0.0275,658.3,21.25,30.09,30.14,1.000,0.000
iaa-deflate,ingress-7-1292095b.bin,decompress,3,16384,0.0275,2481.6,4.67,11.17,12.55,0.989,0.011
iaa-deflate,ingress-7-1292095b.bin,compress,3,32768,0.0235,763.1,41.54,48.49,50.23,1.000,0.000
iaa-deflate,ingress-7-1292095b.bin,decompress,3,32768,0.0235,3656.9,6.67,14.28,14.30,1.000,0.000
iaa-deflate,ingress-7-1292095b.bin,compress,3,65536,0.0707,852.0,72.08,82.09,82.16,1.000,0.000
iaa-deflate,ingress-7-1292095b.bin,decompress,3,65536,0.0707,3847.5,14.87,22.31,22.36,1.000,0.000
iaa-deflate,ingress-7-1292095b.bin,compress,3,131072,0.1337,922.4,137.64,149.37,149.65,1.000,0.000
iaa-deflate,ingress-7-1292095b.bin,decompress,3,131072,0.1337,3134.7,39.43,47.03,47.03,1.000,0.000
iaa-deflate,ingress-7-1292095b.bin,compress,3,0,0.3078,990.4,1301.08,1308.96,1308.99,1.000,0.000
iaa-deflate,ingress-7-1292095b.bin,decompress,3,0,0.3078,2587.8,497.55,503.22,503.28,1.000,0.000
iaa-deflate,ingress-7-1292095b.bin,compress,6,8192,0.0354,508.8,12.57,20.26,20.26,1.000,0.000
iaa-deflate,ingress-7-1292095b.bin,decompress,6,8192,0.0354,1730.2,3.04,8.96,8.97,1.000,0.000
iaa-deflate,ingress-7-1292095b.bin,compress,6,16384,0.0275,653.9,21.21,29.98,30.06,1.000,0.000
iaa-deflate,ingress-7-1292095b.bin,decompress,6,16384,0.0275,2495.6,4.52,11.25,11.25,1.000,0.000
iaa-deflate,ingress-7-1292095b.bin,compress,6,32768,0.0235,763.0,43.96,48.35,48.92,1.000,0.000
iaa-deflate,ingress-7-1292095b.bin,decompress,6,32768,0.0235,3710.8,6.69,14.23,14.26,1.000,0.000
iaa-deflate,ingress-7-1292095b.bin,compress,6,65536,0.0707,852.1,72.10,82.14,82.19,1.000,0.000
iaa-deflate,ingress-7-1292095b.bin,decompress,6,65536,0.0707,3821.0,14.76,22.29,22.35,1.000,0.000
iaa-deflate,ingress-7-1292095b.bin,compress,6,131072,0.1337,888.6,137.67,147.93,147.96,1.000,0.000
iaa-deflate,ingress-7-1292095b.bin,decompress,6,131072,0.1337,3137.4,39.52,47.02,47.06,1.000,0.000
