codec,corpus,direction,level,block,ratio,throughput_MBps,p50_us,p99_us,p999_us,cpu_frac,cores_freed
sw-deflate,ingress-6-517074b.bin,compress,3,65536,0.1348,367.8,177.78,182.00,182.49,1.000,0.000
sw-deflate,ingress-6-517074b.bin,decompress,3,65536,0.1348,1218.4,54.34,56.80,57.62,1.000,0.000
sw-deflate,ingress-6-517074b.bin,compress,3,131072,0.1618,329.7,396.26,405.25,408.28,1.000,0.000
sw-deflate,ingress-6-517074b.bin,decompress,3,131072,0.1618,1132.3,116.91,123.81,123.84,1.000,0.000
sw-deflate,ingress-6-517074b.bin,compress,3,0,0.1936,270.6,1909.17,1930.62,1931.12,1.000,0.000
sw-deflate,ingress-6-517074b.bin,decompress,3,0,0.1936,1053.0,490.51,502.79,503.40,1.000,0.000
sw-deflate,ingress-6-517074b.bin,compress,6,8192,0.0170,582.6,13.97,18.40,18.45,1.001,0.000
sw-deflate,ingress-6-517074b.bin,decompress,6,8192,0.0170,703.0,11.64,12.01,12.43,1.000,0.000
sw-deflate,ingress-6-517074b.bin,compress,6,16384,0.0095,734.9,22.24,26.01,26.69,1.000,0.000
sw-deflate,ingress-6-517074b.bin,decompress,6,16384,0.0095,759.5,21.54,22.35,22.43,1.000,0.000
sw-deflate,ingress-6-517074b.bin,compress,6,32768,0.0808,235.2,139.12,143.55,143.58,1.000,0.000
sw-deflate,ingress-6-517074b.bin,decompress,6,32768,0.0808,1649.8,19.52,22.87,23.52,1.000,0.000
sw-deflate,ingress-6-517074b.bin,compress,6,65536,0.1347,155.1,422.24,431.76,432.15,1.000,0.000
sw-deflate,ingress-6-517074b.bin,decompress,6,65536,0.1347,1288.3,49.00,54.48,55.67,1.000,0.000
sw-deflate,ingress-6-517074b.bin,compress,6,131072,0.1617,132.6,985.39,1015.08,1015.75,1.000,0.000
sw-deflate,ingress-6-517074b.bin,decompress,6,131072,0.1617,1159.1,112.06,123.48,123.48,1.000,0.000
sw-deflate,ingress-6-517074b.bin,compress,6,0,0.1919,144.6,3574.91,3617.70,3623.28,1.000,0.000
sw-deflate,ingress-6-517074b.bin,decompress,6,0,0.1919,1060.9,488.65,502.49,502.71,1.000,0.000
sw-deflate,ingress-6-517074b.bin,compress,9,8192,0.0170,595.6,13.62,17.71,18.01,1.001,0.000
sw-deflate,ingress-6-517074b.bin,decompress,9,8192,0.0170,706.9,11.55,11.74,14.68,1.000,0.000
sw-deflate,ingress-6-517074b.bin,compress,9,16384,0.0095,758.1,21.55,25.30,25.46,1.000,0.000
sw-deflate,ingress-6-517074b.bin,decompress,9,16384,0.0095,758.3,21.58,22.27,22.30,1.000,0.000
sw-deflate,ingress-6-517074b.bin,compress,9,32768,0.0807,22.3,1465.61,1473.47,1473.64,1.000,0.000
sw-deflate,ingress-6-517074b.bin,decompress,9,32768,0.0807,1632.9,20.04,20.78,20.81,1.000,0.000
sw-deflate,ingress-6-517074b.bin,compress,9,65536,0.1347,13.2,4968.34,4989.03,4989.50,1.000,0.000
sw-deflate,ingress-6-517074b.bin,decompress,9,65536,0.1347,1250.5,52.19,57.98,58.19,1.000,0.000
sw-deflate,ingress-6-517074b.bin,compress,9,131072,0.1617,10.9,11996.00,12038.27,12039.17,1.000,0.000
sw-deflate,ingress-6-517074b.bin,decompress,9,131072,0.1617,1151.9,110.94,121.99,122.17,0.999,0.001
sw-deflate,ingress-6-517074b.bin,compress,9,0,0.1936,15.1,34132.44,34194.74,34200.46,1.000,0.000
sw-deflate,ingress-6-517074b.bin,decompress,9,0,0.1936,1049.6,492.61,505.03,505.59,1.000,0.000
sw-deflate,egress-3-77366b.bin,compress,1,8192,0.2399,416.7,19.62,20.68,21.11,1.001,0.000
sw-deflate,egress-3-77366b.bin,decompress,1,8192,0.2399,776.1,10.60,11.09,14.10,1.000,0.000
sw-deflate,egress-3-77366b.bin,compress,1,16384,0.2224,487.2,33.48,38.02,38.06,1.000,0.000
sw-deflate,egress-3-77366b.bin,decompress,1,16384,0.2224,885.1,19.01,21.30,22.03,1.000,0.000
sw-deflate,egress-3-77366b.bin,compress,1,32768,0.2126,520.7,62.85,64.18,66.49,1.000,0.000
sw-deflate,egress-3-77366b.bin,decompress,1,32768,0.2126,946.2,34.67,36.62,36.71,1.000,0.000
sw-deflate,egress-3-77366b.bin,compress,1,65536,0.3141,420.5,155.71,159.10,159.15,1.000,0.000
sw-deflate,egress-3-77366b.bin,decompress,1,65536,0.3141,863.4,76.17,80.93,81.00,1.000,0.000
sw-deflate,egress-3-77366b.bin,compress,1,131072,0.3334,382.2,202.33,205.25,205.26,1.000,0.000
sw-deflate,egress-3-77366b.bin,decompress,1,131072,0.3334,867.0,89.51,94.41,94.75,1.000,0.000
sw-deflate,egress-3-77366b.bin,compress,1,0,0.3334,382.1,202.19,207.91,207.97,1.000,0.000
sw-deflate,egress-3-77366b.bin,decompress,1,0,0.3334,851.8,90.91,95.77,95.83,1.000,0.000
sw-deflate,egress-3-77366b.bin,compress,3,8192,0.1953,253.2,32.25,35.52,37.45,1.000,0.000
sw-deflate,egress-3-77366b.bin,decompress,3,8192,0.1953,878.0,9.24,10.30,10.34,1.000,0.000
sw-deflate,egress-3-77366b.bin,compress,3,16384,0.1920,282.3,57.97,59.24,59.33,1.000,0.000
sw-deflate,egress-3-77366b.bin,decompress,3,16384,0.1920,883.8,18.62,19.47,19.52,1.000,0.000
sw-deflate,egress-3-77366b.bin,compress,3,32768,0.1949,292.7,111.69,114.96,116.15,1.000,0.000
sw-deflate,egress-3-77366b.bin,decompress,3,32768,0.1949,884.2,37.51,40.02,40.29,1.000,0.000
sw-deflate,egress-3-77366b.bin,compress,3,65536,0.2381,288.7,226.72,232.45,233.44,1.000,0.000
sw-deflate,egress-3-77366b.bin,decompress,3,65536,0.2381,800.4,83.11,84.66,85.30,1.000,0.000
sw-deflate,egress-3-77366b.bin,compress,3,131072,0.2640,195.7,395.05,404.94,405.37,1.000,0.000
sw-deflate,egress-3-77366b.bin,decompress,3,131072,0.2640,736.5,105.42,107.40,107.71,1.000,0.000
sw-deflate,egress-3-77366b.bin,compress,3,0,0.2640,196.3,394.03,401.52,401.62,1.000,0.000
sw-deflate,egress-3-77366b.bin,decompress,3,0,0.2640,739.0,105.23,107.31,108.38,1.000,0.000
sw-deflate,egress-3-77366b.bin,compress,6,8192,0.1947,109.8,74.39,79.17,79.44,1.000,0.000
sw-deflate,egress-3-77366b.bin,decompress,6,8192,0.1947,848.7,9.55,10.79,11.73,1.000,0.000
sw-deflate,egress-3-77366b.bin,compress,6,16384,0.1917,114.2,143.58,145.22,145.75,1.000,0.000
sw-deflate,egress-3-77366b.bin,decompress,6,16384,0.1917,926.1,18.27,18.77,18.99,1.000,0.000
sw-deflate,egress-3-77366b.bin,compress,6,32768,0.1940,122.6,267.24,274.16,274.32,1.000,0.000
sw-deflate,egress-3-77366b.bin,decompress,6,32768,0.1940,913.2,35.11,38.53,39.60,1.000,0.000
sw-deflate,egress-3-77366b.bin,compress,6,65536,0.2321,135.1,484.60,494.22,496.23,1.000,0.000
sw-deflate,egress-3-77366b.bin,decompress,6,65536,0.2321,808.7,80.36,84.60,84.89,0.999,0.001
sw-deflate,egress-3-77366b.bin,compress,6,131072,0.2626,117.7,657.08,666.50,667.59,1.000,0.000
sw-deflate,egress-3-77366b.bin,decompress,6,131072,0.2626,748.2,102.71,106.95,106.98,1.000,0.000
sw-deflate,egress-3-77366b.bin,compress,6,0,0.2626,117.9,656.55,668.09,669.99,1.000,0.000
sw-deflate,egress-3-77366b.bin,decompress,6,0,0.2626,754.3,102.22,106.09,106.34,1.000,0.000
sw-deflate,egress-3-77366b.bin,compress,9,8192,0.1949,8.3,988.07,993.80,994.24,1.000,0.000
sw-deflate,egress-3-77366b.bin,decompress,9,8192,0.1949,827.6,9.89,10.45,10.77,1.000,0.000
sw-deflate,egress-3-77366b.bin,compress,9,16384,0.1917,8.8,1859.78,1872.45,1875.01,1.000,0.000
sw-deflate,egress-3-77366b.bin,decompress,9,16384,0.1917,913.2,17.83,18.80,18.93,1.000,0.000
sw-deflate,egress-3-77366b.bin,compress,9,32768,0.1937,9.5,3435.35,3451.28,3451.54,1.000,0.000
sw-deflate,egress-3-77366b.bin,decompress,9,32768,0.1937,890.0,36.67,39.05,39.19,1.000,0.000
sw-deflate,egress-3-77366b.bin,compress,9,65536,0.2316,13.1,5014.56,5034.90,5038.96,1.000,0.000
sw-deflate,egress-3-77366b.bin,decompress,9,65536,0.2316,787.0,83.17,87.32,87.64,1.000,0.000
sw-deflate,egress-3-77366b.bin,compress,9,131072,0.2621,14.9,5180.44,5212.97,5216.57,1.000,0.000
sw-deflate,egress-3-77366b.bin,decompress,9,131072,0.2621,732.5,105.50,108.25,108.50,1.000,0.000
sw-deflate,egress-3-77366b.bin,compress,9,0,0.2621,14.9,5181.51,5212.28,5215.97,1.000,0.000
sw-deflate,egress-3-77366b.bin,decompress,9,0,0.2621,729.7,106.16,110.99,111.09,1.000,0.000
sw-deflate,ingress-3-77388b.bin,compress,1,8192,0.1763,494.2,16.49,20.86,21.51,1.001,0.000
sw-deflate,ingress-3-77388b.bin,decompress,1,8192,0.1763,982.0,8.21,9.07,12.69,0.992,0.008
sw-deflate,ingress-3-77388b.bin,compress,1,16384,0.1923,545.1,29.99,31.20,31.34,1.001,0.000
sw-deflate,ingress-3-77388b.bin,decompress,1,16384,0.1923,990.6,16.76,17.06,17.31,1.000,0.000
sw-deflate,ingress-3-77388b.bin,compress,1,32768,0.1983,558.0,58.60,63.14,63.45,1.000,0.000
sw-deflate,ingress-3-77388b.bin,decompress,1,32768,0.1983,946.2,34.61,36.81,37.03,1.000,0.000
sw-deflate,ingress-3-77388b.bin,compress,1,65536,0.3189,412.4,158.76,162.82,162.83,1.000,0.000
sw-deflate,ingress-3-77388b.bin,decompress,1,65536,0.3189,855.6,76.57,81.45,81.52,1.000,0.000
sw-deflate,ingress-3-77388b.bin,compress,1,131072,0.3348,376.7,205.42,209.59,209.89,1.000,0.000
sw-deflate,ingress-3-77388b.bin,decompress,1,131072,0.3348,855.5,90.67,96.17,96.25,1.000,0.000
sw-deflate,ingress-3-77388b.bin,compress,1,0,0.3348,379.1,203.85,207.38,207.38,1.000,0.000
sw-deflate,ingress-3-77388b.bin,decompress,1,0,0.3348,860.3,90.02,95.85,96.13,1.000,0.000
sw-deflate,ingress-3-77388b.bin,compress,3,8192,0.1400,308.5,26.48,27.58,27.77,1.001,0.000
sw-deflate,ingress-3-77388b.bin,decompress,3,8192,0.1400,1037.2,7.90,8.33,8.45,1.000,0.000
sw-deflate,ingress-3-77388b.bin,compress,3,16384,0.1641,315.5,51.84,53.02,54.09,1.000,0.000
sw-deflate,ingress-3-77388b.bin,decompress,3,16384,0.1641,1038.5,16.20,16.95,17.49,1.000,0.000
sw-deflate,ingress-3-77388b.bin,compress,3,32768,0.1810,320.6,102.06,104.71,104.76,1.000,0.000
sw-deflate,ingress-3-77388b.bin,decompress,3,32768,0.1810,975.1,34.06,34.94,35.04,1.000,0.000
sw-deflate,ingress-3-77388b.bin,compress,3,65536,0.2425,288.5,226.92,232.54,234.58,1.000,0.000
sw-deflate,ingress-3-77388b.bin,decompress,3,65536,0.2425,827.1,78.57,83.22,83.25,1.000,0.000
sw-deflate,ingress-3-77388b.bin,compress,3,131072,0.2647,194.5,397.61,405.18,408.38,1.000,0.000
sw-deflate,ingress-3-77388b.bin,decompress,3,131072,0.2647,743.8,103.69,107.40,107.60,1.000,0.000
sw-deflate,ingress-3-77388b.bin,compress,3,0,0.2647,195.1,396.37,403.70,403.71,1.000,0.000
sw-deflate,ingress-3-77388b.bin,decompress,3,0,0.2647,754.9,102.32,106.99,109.23,1.000,0.000
sw-deflate,ingress-3-77388b.bin,compress,6,8192,0.1389,150.6,54.27,58.82,58.86,1.000,0.000
sw-deflate,ingress-3-77388b.bin,decompress,6,8192,0.1389,1053.0,7.80,8.76,8.78,1.000,0.000
sw-deflate,ingress-3-77388b.bin,compress,6,16384,0.1635,132.6,123.51,125.66,127.47,1.000,0.000
sw-deflate,ingress-3-77388b.bin,decompress,6,16384,0.1635,1022.7,15.90,16.95,17.17,1.000,0.000
sw-deflate,ingress-3-77388b.bin,compress,6,32768,0.1800,133.1,246.00,255.34,257.10,1.000,0.000
sw-deflate,ingress-3-77388b.bin,decompress,6,32768,0.1800,1004.0,33.49,34.48,36.12,1.000,0.000
sw-deflate,ingress-3-77388b.bin,compress,6,65536,0.2350,134.6,486.44,497.31,501.29,1.000,0.000
sw-deflate,ingress-3-77388b.bin,decompress,6,65536,0.2350,815.2,79.62,84.16,84.58,1.000,0.000
sw-deflate,ingress-3-77388b.bin,compress,6,131072,0.2641,117.2,660.17,667.63,667.90,1.000,0.000
sw-deflate,ingress-3-77388b.bin,decompress,6,131072,0.2641,758.2,102.14,106.10,106.90,1.000,0.000
sw-deflate,ingress-3-77388b.bin,compress,6,0,0.2641,117.3,659.66,670.03,670.33,1.000,0.000
sw-deflate,ingress-3-77388b.bin,decompress,6,0,0.2641,750.9,103.56,106.87,108.02,1.000,0.000
sw-deflate,ingress-3-77388b.bin,compress,9,8192,0.1389,12.9,634.67,639.23,640.27,1.000,0.000
sw-deflate,ingress-3-77388b.bin,decompress,9,8192,0.1389,1067.0,7.60,8.07,8.13,1.000,0.000
sw-deflate,ingress-3-77388b.bin,compress,9,16384,0.1635,10.9,1507.32,1521.85,1531.90,1.000,0.000
sw-deflate,ingress-3-77388b.bin,decompress,9,16384,0.1635,1006.7,16.09,17.37,17.46,1.000,0.000
sw-deflate,ingress-3-77388b.bin,compress,9,32768,0.1797,10.5,3122.27,3137.80,3139.84,1.000,0.000
sw-deflate,ingress-3-77388b.bin,decompress,9,32768,0.1797,1001.9,32.70,33.98,34.06,1.000,0.000
sw-deflate,ingress-3-77388b.bin,compress,9,65536,0.2346,13.3,4936.85,4960.53,4968.85,1.000,0.000
sw-deflate,ingress-3-77388b.bin,decompress,9,65536,0.2346,797.4,82.08,87.37,88.65,1.000,0.000
sw-deflate,ingress-3-77388b.bin,compress,9,131072,0.2634,15.1,5113.95,5140.92,5141.38,1.000,0.000
sw-deflate,ingress-3-77388b.bin,decompress,9,131072,0.2634,751.0,103.33,108.98,109.48,1.000,0.000
sw-deflate,ingress-3-77388b.bin,compress,9,0,0.2634,15.1,5113.00,5137.48,5141.15,1.000,0.000
sw-deflate,ingress-3-77388b.bin,decompress,9,0,0.2634,748.3,103.81,106.72,107.19,1.000,0.000
sw-deflate,ingress-2-12575b.bin,compress,1,8192,0.2493,423.9,19.30,20.20,20.20,1.001,0.000
sw-deflate,ingress-2-12575b.bin,decompress,1,8192,0.2493,728.6,11.23,11.47,12.19,1.000,0.000
sw-deflate,ingress-2-12575b.bin,compress,1,16384,0.3808,440.5,28.43,32.67,33.60,1.001,0.000
sw-deflate,ingress-2-12575b.bin,decompress,1,16384,0.3808,669.9,18.65,23.37,23.42,1.000,0.000
sw-deflate,ingress-2-12575b.bin,compress,1,32768,0.3808,442.8,28.33,30.23,30.50,1.001,0.000
sw-deflate,ingress-2-12575b.bin,decompress,1,32768,0.3808,671.6,18.68,19.50,19.52,1.000,0.000
sw-deflate,ingress-2-12575b.bin,compress,1,65536,0.3808,443.4,28.33,29.44,29.56,1.001,0.000
sw-deflate,ingress-2-12575b.bin,decompress,1,65536,0.3808,672.8,18.65,19.34,19.45,1.000,0.000
sw-deflate,ingress-2-12575b.bin,compress,1,131072,0.3808,443.1,28.34,29.41,29.49,1.001,0.000
sw-deflate,ingress-2-12575b.bin,decompress,1,131072,0.3808,671.4,18.67,19.53,19.61,1.000,0.000
sw-deflate,ingress-2-12575b.bin,compress,1,0,0.3808,443.4,28.29,29.58,29.81,1.001,0.000
sw-deflate,ingress-2-12575b.bin,decompress,1,0,0.3808,670.6,18.72,19.52,19.68,1.000,0.000
sw-deflate,ingress-2-12575b.bin,compress,3,8192,0.2069,265.8,30.69,33.56,35.49,1.001,0.000
sw-deflate,ingress-2-12575b.bin,decompress,3,8192,0.2069,768.3,10.57,15.10,15.64,1.000,0.000
sw-deflate,ingress-2-12575b.bin,compress,3,16384,0.3266,281.9,44.37,48.81,49.55,1.000,0.000
sw-deflate,ingress-2-12575b.bin,decompress,3,16384,0.3266,745.8,16.86,17.63,17.65,1.000,0.000
sw-deflate,ingress-2-12575b.bin,compress,3,32768,0.3266,283.0,44.33,45.45,45.46,1.000,0.000
sw-deflate,ingress-2-12575b.bin,decompress,3,32768,0.3266,745.4,16.78,17.59,17.75,1.000,0.000
sw-deflate,ingress-2-12575b.bin,compress,3,65536,0.3266,283.2,44.31,46.49,46.55,1.000,0.000
sw-deflate,ingress-2-12575b.bin,decompress,3,65536,0.3266,745.1,16.79,18.90,19.02,1.000,0.000
sw-deflate,ingress-2-12575b.bin,compress,3,131072,0.3266,283.6,44.23,46.10,46.39,1.000,0.000
sw-deflate,ingress-2-12575b.bin,decompress,3,131072,0.3266,738.6,17.01,18.65,19.11,1.000,0.000
sw-deflate,ingress-2-12575b.bin,compress,3,0,0.3266,283.1,44.30,46.16,46.38,1.000,0.000
sw-deflate,ingress-2-12575b.bin,decompress,3,0,0.3266,744.6,16.84,17.69,18.13,1.000,0.000
sw-deflate,ingress-2-12575b.bin,compress,6,8192,0.2030,129.9,62.89,66.62,66.90,1.000,0.000
sw-deflate,ingress-2-12575b.bin,decompress,6,8192,0.2030,773.6,10.57,11.41,14.89,1.000,0.000
sw-deflate,ingress-2-12575b.bin,compress,6,16384,0.2915,156.9,80.01,81.63,82.24,1.000,0.000
sw-deflate,ingress-2-12575b.bin,decompress,6,16384,0.2915,757.1,16.56,18.20,18.74,1.000,0.000
sw-deflate,ingress-2-12575b.bin,compress,6,32768,0.2915,157.0,79.98,81.73,81.81,1.000,0.000
sw-deflate,ingress-2-12575b.bin,decompress,6,32768,0.2915,751.2,16.69,17.62,17.68,1.000,0.000
sw-deflate,ingress-2-12575b.bin,compress,6,65536,0.2915,156.9,80.03,82.37,82.91,1.000,0.000
sw-deflate,ingress-2-12575b.bin,decompress,6,65536,0.2915,754.3,16.62,17.94,20.33,1.000,0.000
sw-deflate,ingress-2-12575b.bin,compress,6,131072,0.2915,156.9,79.92,84.37,86.20,1.000,0.000
sw-deflate,ingress-2-12575b.bin,decompress,6,131072,0.2915,750.9,16.75,17.37,18.32,1.000,0.000
sw-deflate,ingress-2-12575b.bin,compress,6,0,0.2915,157.0,80.01,81.76,81.80,1.000,0.000
sw-deflate,ingress-2-12575b.bin,decompress,6,0,0.2915,751.7,16.71,17.46,17.64,1.000,0.000
sw-deflate,ingress-2-12575b.bin,compress,9,8192,0.2036,10.1,808.76,813.23,814.65,1.000,0.000
sw-deflate,ingress-2-12575b.bin,decompress,9,8192,0.2036,813.5,10.14,10.58,10.64,1.000,0.000
sw-deflate,ingress-2-12575b.bin,compress,9,16384,0.2899,14.6,862.62,868.89,868.90,1.000,0.000
sw-deflate,ingress-2-12575b.bin,decompress,9,16384,0.2899,759.4,16.43,20.45,21.10,1.000,0.000
sw-deflate,ingress-2-12575b.bin,compress,9,32768,0.2899,14.6,862.58,868.23,868.73,1.000,0.000
sw-deflate,ingress-2-12575b.bin,decompress,9,32768,0.2899,763.5,16.41,17.38,17.66,1.000,0.000
sw-deflate,ingress-2-12575b.bin,compress,9,65536,0.2899,14.6,862.72,869.91,870.45,1.000,0.000
sw-deflate,ingress-2-12575b.bin,decompress,9,65536,0.2899,759.3,16.53,17.35,17.50,1.000,0.000
sw-deflate,ingress-2-12575b.bin,compress,9,131072,0.2899,14.6,862.70,868.12,868.18,1.000,0.000
sw-deflate,ingress-2-12575b.bin,decompress,9,131072,0.2899,759.1,16.54,17.13,17.39,1.000,0.000
sw-deflate,ingress-2-12575b.bin,compress,9,0,0.2899,14.6,862.51,869.15,869.33,1.000,0.000
sw-deflate,ingress-2-12575b.bin,decompress,9,0,0.2899,752.9,16.69,18.09,18.24,1.000,0.000
sw-deflate,egress-6-280108b.bin,compress,1,8192,0.1664,438.6,18.64,20.31,20.51,1.001,0.000
sw-deflate,egress-6-280108b.bin,decompress,1,8192,0.1664,928.2,8.81,9.18,9.18,1.000,0.000
sw-deflate,egress-6-280108b.bin,compress,1,16384,0.1779,506.1,32.33,33.44,33.90,1.001,0.000
sw-deflate,egress-6-280108b.bin,decompress,1,16384,0.1779,1033.7,15.83,17.40,17.43,1.000,0.000
sw-deflate,egress-6-280108b.bin,compress,1,32768,0.1836,531.2,61.60,63.41,63.67,1.000,0.000
sw-deflate,egress-6-280108b.bin,decompress,1,32768,0.1836,1050.5,30.45,34.15,34.77,1.000,0.000
sw-deflate,egress-6-280108b.bin,compress,1,65536,0.1865,523.5,124.94,130.40,131.97,1.000,0.000
sw-deflate,egress-6-280108b.bin,decompress,1,65536,0.1865,1080.4,59.81,66.11,66.27,1.000,0.000
sw-deflate,egress-6-280108b.bin,compress,1,131072,0.1857,507.4,258.17,262.97,263.36,1.000,0.000
sw-deflate,egress-6-280108b.bin,decompress,1,131072,0.1857,949.7,136.14,147.70,148.11,1.000,0.000
sw-deflate,egress-6-280108b.bin,compress,1,0,0.2692,388.0,720.93,731.39,733.11,1.000,0.000
sw-deflate,egress-6-280108b.bin,decompress,1,0,0.2692,913.1,307.39,313.42,313.71,1.000,0.000
sw-deflate,egress-6-280108b.bin,compress,3,8192,0.1654,277.5,29.41,32.28,33.74,1.001,0.000
sw-deflate,egress-6-280108b.bin,decompress,3,8192,0.1654,963.7,8.43,9.21,9.22,1.000,0.000
sw-deflate,egress-6-280108b.bin,compress,3,16384,0.1771,295.2,55.47,56.76,56.88,1.000,0.000
sw-deflate,egress-6-280108b.bin,decompress,3,16384,0.1771,1004.6,15.62,17.75,17.88,1.000,0.000
sw-deflate,egress-6-280108b.bin,compress,3,32768,0.1830,303.3,108.02,110.13,110.20,1.000,0.000
sw-deflate,egress-6-280108b.bin,decompress,3,32768,0.1830,977.0,34.24,36.10,36.13,1.000,0.000
sw-deflate,egress-6-280108b.bin,compress,3,65536,0.1858,301.2,216.90,223.57,223.60,1.000,0.000
sw-deflate,egress-6-280108b.bin,decompress,3,65536,0.1858,1031.1,63.77,68.13,68.16,1.000,0.000
sw-deflate,egress-6-280108b.bin,compress,3,131072,0.1818,313.3,417.55,426.18,426.98,1.000,0.000
sw-deflate,egress-6-280108b.bin,decompress,3,131072,0.1818,920.4,141.95,149.72,149.78,1.000,0.000
sw-deflate,egress-6-280108b.bin,compress,3,0,0.1982,257.5,1087.55,1102.01,1102.37,1.000,0.000
sw-deflate,egress-6-280108b.bin,decompress,3,0,0.1982,884.6,316.18,322.25,322.67,1.000,0.000
sw-deflate,egress-6-280108b.bin,compress,6,8192,0.1654,125.3,65.17,67.02,69.81,1.000,0.000
sw-deflate,egress-6-280108b.bin,decompress,6,8192,0.1654,930.2,8.46,9.52,10.05,1.000,0.000
sw-deflate,egress-6-280108b.bin,compress,6,16384,0.1771,122.6,133.25,136.80,136.86,1.000,0.000
sw-deflate,egress-6-280108b.bin,decompress,6,16384,0.1771,954.7,17.18,17.83,18.15,1.000,0.000
sw-deflate,egress-6-280108b.bin,compress,6,32768,0.1830,120.5,271.28,278.87,279.03,1.000,0.000
sw-deflate,egress-6-280108b.bin,decompress,6,32768,0.1830,993.7,32.54,35.15,35.50,1.000,0.000
sw-deflate,egress-6-280108b.bin,compress,6,65536,0.1858,118.8,550.87,565.70,566.05,1.000,0.000
sw-deflate,egress-6-280108b.bin,decompress,6,65536,0.1858,1020.5,63.85,70.02,70.13,1.000,0.000
sw-deflate,egress-6-280108b.bin,compress,6,131072,0.1779,131.8,994.40,1012.73,1013.71,1.000,0.000
sw-deflate,egress-6-280108b.bin,decompress,6,131072,0.1779,970.3,136.05,143.47,145.15,1.000,0.000
sw-deflate,egress-6-280108b.bin,compress,6,0,0.1942,151.0,1854.27,1881.39,1882.01,1.000,0.000
sw-deflate,egress-6-280108b.bin,decompress,6,0,0.1942,910.6,307.32,316.90,317.32,1.000,0.000
sw-deflate,egress-6-280108b.bin,compress,9,8192,0.1654,11.3,726.93,732.63,733.64,1.000,0.000
sw-deflate,egress-6-280108b.bin,decompress,9,8192,0.1654,888.2,9.21,9.55,9.68,1.000,0.000
sw-deflate,egress-6-280108b.bin,compress,9,16384,0.1771,10.2,1602.18,1611.88,1616.78,1.000,0.000
sw-deflate,egress-6-280108b.bin,decompress,9,16384,0.1771,991.0,16.09,17.65,17.79,1.000,0.000
sw-deflate,egress-6-280108b.bin,compress,9,32768,0.1830,9.8,3353.66,3368.24,3374.10,1.000,0.000
sw-deflate,egress-6-280108b.bin,decompress,9,32768,0.1830,1036.6,32.16,34.42,34.42,1.000,0.000
sw-deflate,egress-6-280108b.bin,compress,9,65536,0.1858,9.5,6862.33,6900.16,6904.70,1.000,0.000
sw-deflate,egress-6-280108b.bin,decompress,9,65536,0.1858,1054.8,61.37,68.13,68.16,1.000,0.000
sw-deflate,egress-6-280108b.bin,compress,9,131072,0.1779,9.9,13194.49,13240.42,13250.22,1.000,0.000
sw-deflate,egress-6-280108b.bin,decompress,9,131072,0.1779,974.7,131.25,143.71,143.90,1.000,0.000
sw-deflate,egress-6-280108b.bin,compress,9,0,0.1947,15.7,17846.34,17900.31,17911.08,1.000,0.000
sw-deflate,egress-6-280108b.bin,decompress,9,0,0.1947,908.0,304.62,318.46,318.46,1.000,0.000
sw-deflate,egress-1-3759b.bin,compress,1,8192,0.4107,309.0,12.14,12.85,12.96,1.002,0.000
sw-deflate,egress-1-3759b.bin,decompress,1,8192,0.4107,544.3,6.93,7.10,7.71,1.000,0.000
sw-deflate,egress-1-3759b.bin,compress,1,16384,0.4107,309.5,12.13,12.66,13.05,1.002,0.000
sw-deflate,egress-1-3759b.bin,decompress,1,16384,0.4107,544.8,6.92,7.07,7.11,1.000,0.000
sw-deflate,egress-1-3759b.bin,compress,1,32768,0.4107,308.6,12.14,12.84,13.21,1.002,0.000
sw-deflate,egress-1-3759b.bin,decompress,1,32768,0.4107,543.2,6.92,7.07,7.10,1.000,0.000
sw-deflate,egress-1-3759b.bin,compress,1,65536,0.4107,308.6,12.13,12.64,12.78,1.002,0.000
sw-deflate,egress-1-3759b.bin,decompress,1,65536,0.4107,541.8,6.92,7.08,10.27,1.000,0.000
sw-deflate,egress-1-3759b.bin,compress,1,131072,0.4107,308.6,12.12,12.51,17.09,1.002,0.000
sw-deflate,egress-1-3759b.bin,decompress,1,131072,0.4107,544.1,6.93,7.05,7.15,1.000,0.000
sw-deflate,egress-1-3759b.bin,compress,1,0,0.4107,309.8,12.10,12.87,13.03,1.002,0.000
sw-deflate,egress-1-3759b.bin,decompress,1,0,0.4107,545.3,6.92,7.06,7.08,1.000,0.000
sw-deflate,egress-1-3759b.bin,compress,3,8192,0.3554,207.6,18.08,18.73,18.80,1.001,0.000
sw-deflate,egress-1-3759b.bin,decompress,3,8192,0.3554,583.6,6.44,6.69,6.75,1.000,0.000
sw-deflate,egress-1-3759b.bin,compress,3,16384,0.3554,208.1,18.03,18.99,19.02,1.001,0.000
sw-deflate,egress-1-3759b.bin,decompress,3,16384,0.3554,579.9,6.44,6.71,7.44,1.000,0.000
sw-deflate,egress-1-3759b.bin,compress,3,32768,0.3554,208.0,18.01,18.99,19.05,1.001,0.000
sw-deflate,egress-1-3759b.bin,decompress,3,32768,0.3554,583.0,6.44,6.64,6.67,1.000,0.000
sw-deflate,egress-1-3759b.bin,compress,3,65536,0.3554,208.5,18.01,18.98,19.05,1.001,0.000
sw-deflate,egress-1-3759b.bin,decompress,3,65536,0.3554,586.1,6.42,6.63,6.64,1.000,0.000
sw-deflate,egress-1-3759b.bin,compress,3,131072,0.3554,207.2,18.05,21.25,22.53,1.000,0.000
